"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"20:38:50.5162419","3uTools.exe","2396","Load Image","C:\WINDOWS\system32\iphlpapi.dll","SUCCESS","Image Base: 0x76d60000, Image Size: 0x19000"
"20:38:50.5166674","3uTools.exe","2396","QueryOpen","C:\Program Files\3uToolsV3\x86\CRYPT32.dll","NAME NOT FOUND",""
"20:38:50.5171546","3uTools.exe","2396","QueryOpen","C:\WINDOWS\system32\crypt32.dll","SUCCESS","CreationTime: 2004.08.03 20:26:42, LastAccessTime: 2026.06.10 20:38:50, LastWriteTime: 2013.10.07 11:59:21, ChangeTime: 2019.11.04 22:25:18, AllocationSize: 606 208, EndOfFile: 603 136, FileAttributes: A"
"20:38:50.5174267","3uTools.exe","2396","CreateFile","C:\WINDOWS\system32\crypt32.dll","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:38:50.5176985","3uTools.exe","2396","CreateFileMapping","C:\WINDOWS\system32\crypt32.dll","SUCCESS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"20:38:50.5177784","3uTools.exe","2396","CreateFileMapping","C:\WINDOWS\system32\crypt32.dll","SUCCESS","SyncType: SyncTypeOther"
"20:38:50.5182232","3uTools.exe","2396","CloseFile","C:\WINDOWS\system32\crypt32.dll","SUCCESS",""
"20:38:50.5184894","3uTools.exe","2396","Load Image","C:\WINDOWS\system32\crypt32.dll","SUCCESS","Image Base: 0x77a80000, Image Size: 0x97000"
"20:38:50.5188099","3uTools.exe","2396","QueryOpen","C:\Program Files\3uToolsV3\x86\MSASN1.dll","NAME NOT FOUND",""
"20:38:50.5190789","3uTools.exe","2396","QueryOpen","C:\WINDOWS\system32\msasn1.dll","SUCCESS","CreationTime: 2004.08.03 20:26:44, LastAccessTime: 2026.06.10 20:38:50, LastWriteTime: 2009.09.04 22:03:36, ChangeTime: 2019.11.04 19:09:26, AllocationSize: 61 440, EndOfFile: 58 880, FileAttributes: A"
"20:38:50.5193440","3uTools.exe","2396","CreateFile","C:\WINDOWS\system32\msasn1.dll","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:38:50.5198318","3uTools.exe","2396","CreateFileMapping","C:\WINDOWS\system32\msasn1.dll","SUCCESS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"20:38:50.5199150","3uTools.exe","2396","CreateFileMapping","C:\WINDOWS\system32\msasn1.dll","SUCCESS","SyncType: SyncTypeOther"
"20:38:50.5202092","3uTools.exe","2396","CloseFile","C:\WINDOWS\system32\msasn1.dll","SUCCESS",""
"20:38:50.5205576","3uTools.exe","2396","Load Image","C:\WINDOWS\system32\msasn1.dll","SUCCESS","Image Base: 0x77b20000, Image Size: 0x12000"
"20:38:50.5209601","3uTools.exe","2396","QueryOpen","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","CreationTime: 2026.06.02 21:52:04, LastAccessTime: 2026.06.10 20:34:44, LastWriteTime: 2023.07.15 20:45:07, ChangeTime: 2026.06.02 21:52:05, AllocationSize: 2 576 384, EndOfFile: 2 572 352, FileAttributes: A"
"20:38:50.5211473","3uTools.exe","2396","QueryOpen","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","CreationTime: 2026.06.02 21:52:04, LastAccessTime: 2026.06.10 20:34:44, LastWriteTime: 2023.07.15 20:45:07, ChangeTime: 2026.06.02 21:52:05, AllocationSize: 2 576 384, EndOfFile: 2 572 352, FileAttributes: A"
"20:38:50.5213957","3uTools.exe","2396","CreateFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:38:50.5215166","3uTools.exe","2396","CreateFileMapping","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"20:38:50.5215373","3uTools.exe","2396","QueryStandardInformationFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","AllocationSize: 2 576 384, EndOfFile: 2 572 352, NumberOfLinks: 1, DeletePending: False, Directory: False"
"20:38:50.5215574","3uTools.exe","2396","CreateFileMapping","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","SyncType: SyncTypeOther"
"20:38:50.5217868","3uTools.exe","2396","CreateFileMapping","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","SyncType: SyncTypeOther"
"20:38:50.5218781","3uTools.exe","2396","CloseFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS",""
"20:38:50.5220913","3uTools.exe","2396","Load Image","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Image Base: 0x87a0000, Image Size: 0x277000"
"20:38:50.5221580","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 486 272, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5398184","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 58 368, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5749860","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 95 232, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5754464","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 271 360, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5791469","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 328 704, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5892593","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 361 472, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5896300","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 410 624, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5904103","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 443 392, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5908886","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 476 160, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5913336","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 508 928, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5917856","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 541 696, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5922186","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 574 464, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.5926916","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 607 232, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6076438","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 648 192, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6096625","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 680 960, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6101762","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 713 728, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6106673","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 746 496, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6111884","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 779 264, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6118239","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 812 032, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6540958","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 844 800, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.6777239","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 877 568, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7017865","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 914 432, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7021896","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 947 200, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7027684","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 979 968, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7031509","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 012 736, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7035674","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 045 504, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7040379","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 078 272, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7045245","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 111 040, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7049346","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 143 808, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7054464","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 176 576, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7058303","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 502 656, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7060783","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 209 344, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7118768","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 242 112, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7124102","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 274 880, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7129323","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 307 648, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7134589","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 340 416, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7140031","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 373 184, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7144962","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 405 952, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7150331","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 438 720, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7155483","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 471 488, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7160609","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 504 256, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7270304","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 537 024, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7274434","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 569 792, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7279160","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 602 560, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7284711","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 635 328, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7288690","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 668 096, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7293218","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 700 864, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7297618","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 733 632, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7301979","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 766 400, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7306871","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 799 168, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7324532","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 831 936, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7440575","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 519 040, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7444025","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 881 088, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7447218","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 897 472, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7450679","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 913 856, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7454174","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 930 240, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7457957","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 946 624, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7461027","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 963 008, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7464114","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 1 979 392, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7467145","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 057 216, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7469701","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 077 696, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7472291","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 094 080, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7474758","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 110 464, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7477719","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 126 848, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7480588","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 143 232, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7537216","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 159 616, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7540892","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 221 056, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7548533","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 237 440, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7551508","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 535 424, Length: 13 312, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7653247","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 257 920, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7657080","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 274 304, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7660086","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 290 688, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7807753","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 311 168, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7810616","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 471 424, Length: 5 632, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7904768","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 483 712, Length: 512, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7911325","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 484 224, Length: 2 048, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7913864","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\libcrypto-1_1.dll","SUCCESS","Offset: 2 477 056, Length: 6 656, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.7919921","3uTools.exe","2396","QueryOpen","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","CreationTime: 2026.06.07 10:47:37, LastAccessTime: 2026.06.07 20:55:42, LastWriteTime: 2022.11.22 18:29:29, ChangeTime: 2026.05.31 19:36:59, AllocationSize: 221 184, EndOfFile: 218 112, FileAttributes: A"
"20:38:50.7922033","3uTools.exe","2396","QueryOpen","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","CreationTime: 2026.06.07 10:47:37, LastAccessTime: 2026.06.07 20:55:42, LastWriteTime: 2022.11.22 18:29:29, ChangeTime: 2026.05.31 19:36:59, AllocationSize: 221 184, EndOfFile: 218 112, FileAttributes: A"
"20:38:50.7924273","3uTools.exe","2396","CreateFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:38:50.7925614","3uTools.exe","2396","CreateFileMapping","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE"
"20:38:50.7925768","3uTools.exe","2396","QueryStandardInformationFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","AllocationSize: 221 184, EndOfFile: 218 112, NumberOfLinks: 1, DeletePending: False, Directory: False"
"20:38:50.7925930","3uTools.exe","2396","CreateFileMapping","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","SyncType: SyncTypeOther"
"20:38:50.7926195","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 0, Length: 4 096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8157157","3uTools.exe","2396","CreateFileMapping","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","SyncType: SyncTypeOther"
"20:38:50.8158951","3uTools.exe","2396","CloseFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS",""
"20:38:50.8163049","3uTools.exe","2396","Load Image","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Image Base: 0x8a20000, Image Size: 0x3b000"
"20:38:50.8163530","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 210 944, Length: 7 168, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8173495","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 1 024, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8177613","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 33 792, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8182032","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 66 560, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8185368","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 99 328, Length: 31 744, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8188986","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 131 072, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8195511","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 147 456, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8198677","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 163 840, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:50.8201755","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\bcrypt.dll","SUCCESS","Offset: 180 224, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
